Region,ZoneSubzone,SiteSeries,SS_NoSpace,NonProd,Standard,PreferredAcceptable,Suitability,Spp,Species,FN1,FN2,FN3,FN4,FN5,FN6,Flag
Cariboo,ESSFxv2,03*,ESSFxv2/03,NonProd,80039,A,2,Pa,Pa,,,,,,,0
Cariboo,ESSFxv2,4,ESSFxv2/04,,80040,P,1,Pl,Pl,,,,,,,0
Cariboo,ESSFxv2,4,ESSFxv2/04,,80040,A,2,Bl,Bl,28,,,,,,0
Cariboo,ESSFxv2,5,ESSFxv2/05,,80041,P,1,Pl,Pl,,,,,,,0
Cariboo,ESSFxv2,5,ESSFxv2/05,,80041,A,2,Bl,Bl,,,,,,,0
Cariboo,ESSFxv2,5,ESSFxv2/05,,80041,A,2,Pa,Pa,,,,,,,0
Cariboo,ESSFxv2,5,ESSFxv2/05,,80041,P,2,Sx,Se,,,,,,,0
Cariboo,ESSFxv2,6,ESSFxv2/06,,80042,P,1,Pl,Pl,,,,,,,0
Cariboo,ESSFxv2,6,ESSFxv2/06,,80042,A,2,Bl,Bl,,,,,,,0
Cariboo,ESSFxv2,6,ESSFxv2/06,,80042,P,2,Sx,Se,,,,,,,0
Cariboo,ESSFxv2,6,ESSFxv2/06,,80042,X,3,Pa,Pa,,,,,,,0
Cariboo,ESSFxv2,7,ESSFxv2/07,,80043,A,1,Bl,Bl,32,,,,,,0
Cariboo,ESSFxv2,7,ESSFxv2/07,,80043,P,1,Pl,Pl,,,,,,,0
Cariboo,ESSFxv2,7,ESSFxv2/07,,80043,P,1,Sx,Se,32,,,,,,0
Cariboo,ESSFxv2,8,ESSFxv2/08,,80044,P,1,Bl,Bl,1,32,,,,,0
Cariboo,ESSFxv2,8,ESSFxv2/08,,80044,P,1,Sx,Se,1,32,,,,,0
Cariboo,ESSFxv2,8,ESSFxv2/08,,80044,A,2,Pl,Pl,1,,,,,,0
Cariboo,ESSFxv2,9,ESSFxv2/09,,80045,P,1,Bl,Bl,1,32,,,,,0
Cariboo,ESSFxv2,9,ESSFxv2/09,,80045,P,1,Sx,Se,1,32,,,,,0
Cariboo,ESSFxv2,9,ESSFxv2/09,,80045,A,2,Pl,Pl,1,32,,,,,0
EastKootenay,ICHmk4,112,ICHmk4/112,,999,X,0,Act,Act,,,,,,,0
EastKootenay,ICHmk4,112,ICHmk4/112,,999,X,0,At,At,,,,,,,0
EastKootenay,ICHmk4,112,ICHmk4/112,,999,X,0,Ep,Ep,,,,,,,0
EastKootenay,ICHmk4,112,ICHmk4/112,,999,P,1,Sx,Sx,1,,,,,,0
EastKootenay,ICHmk4,112,ICHmk4/112,,999,A,2,Bl,Bl,1,,,,,,0
EastKootenay,ICHmk4,112,ICHmk4/112,,999,A,2,Cw,Cw,32,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,X,0,Act,Act,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,X,0,At,At,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,X,0,Ep,Ep,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,P,1,Fd,Fd,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,P,1,Sx,Sx,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,P,2,Cw,Cw,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,P,2,Lw,Lw,16,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,A,2,Pl,Pl,,,,,,,0
EastKootenay,ICHmk5,101,ICHmk5/101,,999,A,3,Bl,Bl,10,13,,,,,0
EastKootenay,ICHmk5,102,ICHmk5/102,,999,X,0,At,At,,,,,,,0
EastKootenay,ICHmk5,102,ICHmk5/102,,999,X,0,Ep,Ep,,,,,,,0
EastKootenay,ICHmk5,102,ICHmk5/102,,999,P,1,Fd,Fd,,,,,,,0
EastKootenay,ICHmk5,102,ICHmk5/102,,999,A,3,Pl,Pl,,,,,,,0
EastKootenay,ICHmk5,103,ICHmk5/103,,999,X,0,At,At,,,,,,,0
EastKootenay,ICHmk5,103,ICHmk5/103,,999,X,0,Ep,Ep,,,,,,,0
EastKootenay,ICHmk5,103,ICHmk5/103,,999,P,1,Fd,Fd,,,,,,,0
EastKootenay,ICHmk5,103,ICHmk5/103,,999,P,2,Lw,Lw,16,,,,,,0
EastKootenay,ICHmk5,103,ICHmk5/103,,999,A,2,Pl,Pl,,,,,,,0
EastKootenay,ICHmk5,104,ICHmk5/104,,999,X,0,At,At,,,,,,,0
EastKootenay,ICHmk5,104,ICHmk5/104,,999,X,0,Ep,Ep,,,,,,,0
EastKootenay,ICHmk5,104,ICHmk5/104,,999,P,1,Fd,Fd,,,,,,,0
EastKootenay,ESSFdk1,101,ESSFdk1/101,,999,P,1,Sx,Sx,,,,,,,0
EastKootenay,ESSFdk1,101,ESSFdk1/101,,999,P,2,Bl,Bl,,,,,,,0
EastKootenay,ESSFdk1,101,ESSFdk1/101,,999,P,2,Pl,Pl,,,,,,,0
EastKootenay,ESSFdk1,101,ESSFdk1/101,,999,A,3,Fd,Fd,14,203,,,,,0
EastKootenay,ESSFdk1,101,ESSFdk1/101,,999,A,3,Lw,Lw,14,203,,,,,0
Cariboo,ESSFxv2,10,ESSFxv2/10,,80046,P,1,Bl,Bl,1,32,,,,,0
Cariboo,ESSFxv2,10,ESSFxv2/10,,80046,P,1,Sx,Se,1,32,,,,,0
Cariboo,ESSFxv2,10,ESSFxv2/10,,80046,A,2,Pl,Pl,1,32,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHdk,1,ICHdk/01,,80047,A,3,Cw,Cw,37,,,,,,0
Cariboo,ICHdk,2,ICHdk/02,,80048,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,2,ICHdk/02,,80048,P,1,Fd,Fd,28,,,,,,0
Cariboo,ICHdk,2,ICHdk/02,,80048,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,2,ICHdk/02,,80048,X,3,Bl,Bl,28,,,,,,0
Cariboo,ICHdk,2,ICHdk/02,,80048,A,3,Cw,Cw,28,37,53,,,,0
Cariboo,ICHdk,2,ICHdk/02,,80048,A,3,Sx,Sx,28,,,,,,0
Cariboo,ICHdk,3,ICHdk/03,,80049,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,3,ICHdk/03,,80049,P,1,Fd,Fd,28,,,,,,0
Cariboo,ICHdk,3,ICHdk/03,,80049,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,3,ICHdk/03,,80049,A,3,Cw,Cw,28,37,53,,,,0
Cariboo,ICHdk,3,ICHdk/03,,80049,A,3,Sx,Sx,28,53,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,P,1,Sx,Sx,28,,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,A,2,Bl,Bl,28,,,,,,0
Cariboo,ICHdk,4,ICHdk/04,,80050,A,3,Cw,Cw,28,37,53,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,X,0,Act,Act,901,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHdk,5,ICHdk/05,,80051,A,2,Cw,Cw,37,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,X,0,Act,Act,901,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHdk,6,ICHdk/06,,80052,A,2,Cw,Cw,37,,,,,,0
Cariboo,ICHdk,7,ICHdk/07,,80053,X,0,Act,Act,901,,,,,,0
Cariboo,ICHdk,7,ICHdk/07,,80053,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,7,ICHdk/07,,80053,P,1,Fd,Fd,1,32,,,,,0
Cariboo,ICHdk,7,ICHdk/07,,80053,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHdk,7,ICHdk/07,,80053,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHdk,7,ICHdk/07,,80053,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,X,0,Act,Act,901,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,X,0,At,At,901,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,P,1,Fd,Fd,32,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,A,2,Cw,Cw,32,37,,,,,0
Cariboo,ICHdk,8,ICHdk/08,,80054,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHdk,9,ICHdk/09,,80055,X,0,Act,Act,901,,,,,,0
Cariboo,ICHdk,9,ICHdk/09,,80055,P,1,Sx,Sx,32,,,,,,0
Cariboo,ICHdk,9,ICHdk/09,,80055,A,2,Bl,Bl,32,,,,,,0
Cariboo,ICHdk,9,ICHdk/09,,80055,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,X,0,At,At,901,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHmk3,1,ICHmk3/01,,80056,A,2,Cw,Cw,37,,,,,,0
Cariboo,ICHmk3,02* ,ICHmk3/02,NonProd,80057,X,0,At,At,901,,,,,,0
Cariboo,ICHmk3,02* ,ICHmk3/02,NonProd,80057,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmk3,02* ,ICHmk3/02,NonProd,80057,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmk3,02* ,ICHmk3/02,NonProd,80057,X,3,Bl,Bl,,,,,,,0
Cariboo,ICHmk3,02* ,ICHmk3/02,NonProd,80057,A,3,Sx,Sx,28,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,X,0,Acb,Ac,901,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,X,0,At,At,901,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,X,0,Ep,Ep,901,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,P,1,Pl,Pl,,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,P,1,Sx,Sw,32,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,A,2,Bl,Bl,,,,,,,0
BWBS2012,BWBSdk,101,BWBSdk/101,,1043873,X,3,Sb,Sb,,,,,,,0
BWBS2012,BWBSdk,102,BWBSdk/102,,1043874,X,0,At,At,901,,,,,,0
BWBS2012,BWBSdk,102,BWBSdk/102,,1043874,P,1,Pl,Pl,,,,,,,0
BWBS2012,BWBSdk,102,BWBSdk/102,,1043874,X,3,Bl,Bl,53,,,,,,0
BWBS2012,BWBSdk,102,BWBSdk/102,,1043874,A,3,Sb,Sb,,,,,,,0
BWBS2012,BWBSdk,102,BWBSdk/102,,1043874,A,3,Sx,Sw,,,,,,,0
BWBS2012,BWBSdk,103,BWBSdk/103,,1043875,X,0,At,At,901,,,,,,0
BWBS2012,BWBSdk,103,BWBSdk/103,,1043875,X,0,Ep,Ep,901,,,,,,0
BWBS2012,BWBSdk,103,BWBSdk/103,,1043875,P,1,Pl,Pl,,,,,,,0
BWBS2012,BWBSdk,103,BWBSdk/103,,1043875,P,1,Sx,Sw,,,,,,,0
BWBS2012,BWBSdk,103,BWBSdk/103,,1043875,A,2,Bl,Bl,,,,,,,0
BWBS2012,BWBSdk,103,BWBSdk/103,,1043875,X,3,Sb,Sb,,,,,,,0
BWBS2012,BWBSdk,104,BWBSdk/104,,1043876,X,0,At,At,901,,,,,,0
BWBS2012,BWBSdk,104,BWBSdk/104,,1043876,P,1,Pl,Pl,1,,,,,,0
BWBS2012,BWBSdk,104,BWBSdk/104,,1043876,P,1,Sb,Sb,1,,,,,,0
BWBS2012,BWBSdk,104,BWBSdk/104,,1043876,P,1,Sx,Sw,1,32,,,,,0
BWBS2012,BWBSdk,104,BWBSdk/104,,1043876,X,3,Bl,Bl,53,,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,X,0,Acb,Ac,901,900,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,X,0,At,At,901,,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,X,0,Ep,Ep,901,,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,P,1,Sx,Sw,1,32,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,P,2,Pl,Pl,1,,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,X,3,Bl,Bl,53,,,,,,0
BWBS2012,BWBSdk,110,BWBSdk/110,,1043877,A,3,Sb,Sb,,,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,X,0,Acb,Ac,901,900,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,X,0,At,At,901,,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,X,0,Ep,Ep,901,,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,P,1,Sx,Sw,1,32,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,P,2,Pl,Pl,1,,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,X,3,Bl,Bl,53,,,,,,0
BWBS2012,BWBSdk,111,BWBSdk/111,,1043878,A,3,Sb,Sb,,,,,,,0
BWBS2012,BWBSmk,101,BWBSmk/101,,1043881,X,0,Acb,Ac,901,900,,,,,0
BWBS2012,BWBSmk,101,BWBSmk/101,,1043881,X,0,At,At,901,,,,,,0
BWBS2012,BWBSmk,101,BWBSmk/101,,1043881,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmk3,3,ICHmk3/03,,80058,X,0,At,At,901,,,,,,0
Cariboo,ICHmk3,3,ICHmk3/03,,80058,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmk3,3,ICHmk3/03,,80058,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmk3,3,ICHmk3/03,,80058,X,3,Bl,Bl,28,,,,,,0
Cariboo,ICHmk3,3,ICHmk3/03,,80058,A,3,Cw,Cw,28,,,,,,0
Cariboo,ICHmk3,3,ICHmk3/03,,80058,A,3,Sx,Sx,28,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,X,0,At,At,901,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,P,1,Fd,Fd,32,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,A,2,Cw,Cw,32,37,,,,,0
Cariboo,ICHmk3,4,ICHmk3/04,,80059,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmk3,5,ICHmk3/05,,80060,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmk3,5,ICHmk3/05,,80060,X,0,At,At,901,,,,,,0
Cariboo,ICHmk3,5,ICHmk3/05,,80060,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmk3,5,ICHmk3/05,,80060,P,1,Sx,Sx,32,,,,,,0
Cariboo,ICHmk3,5,ICHmk3/05,,80060,A,2,Bl,Bl,32,,,,,,0
Cariboo,ICHmk3,5,ICHmk3/05,,80060,A,2,Cw,Cw,32,37,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,X,0,At,At,901,,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,P,1,Fd,Fd,32,34,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,P,1,Sx,Sx,34,,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,A,2,Bl,Bl,34,,,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,P,2,Cw,Cw,32,34,37,,,,0
Cariboo,ICHmk3,6,ICHmk3/06,,80061,A,2,Pl,Pl,34,,,,,,0
Cariboo,ICHmk3,7,ICHmk3/07,,80062,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmk3,7,ICHmk3/07,,80062,P,1,Sx,Sx,1,32,,,,,0
Cariboo,ICHmk3,7,ICHmk3/07,,80062,A,2,Bl,Bl,1,32,,,,,0
Cariboo,ICHmk3,7,ICHmk3/07,,80062,P,2,Cw,Cw,1,32,37,,,,0
Cariboo,ICHmk3,7,ICHmk3/07,,80062,A,2,Pl,Pl,1,,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,P,2,Sx,Sx,10,13,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,X,3,Bl,Bl,10,13,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,A,3,Cw,Cw,10,13,,,,,0
Cariboo,ICHmw3,1,ICHmw3/01,,80063,X,3,Hw,Hw,10,13,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,P,2,Sx,Sx,10,13,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,X,3,Bl,Bl,10,13,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,A,3,Cw,Cw,10,13,,,,,0
Cariboo,ICHmw3,01-YC,ICHmw3/01-YC,,80064,X,3,Hw,Hw,10,13,,,,,0
Cariboo,ICHmw3,2,ICHmw3/02,,80065,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,2,ICHmw3/02,,80065,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmw3,2,ICHmw3/02,,80065,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,2,ICHmw3/02,,80065,A,3,Cw,Cw,10,13,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,X,0,At,At,53,900,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,X,0,Ep,Ep,53,900,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,P,1,Fd,Fd,32,,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,X,3,Bl,Bl,10,13,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,A,3,Cw,Cw,10,13,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,A,3,Hw,Hw,,,,,,,0
Cariboo,ICHmw3,3,ICHmw3/03,,80066,A,3,Sx,Sx,10,13,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,X,3,Bl,Bl,,,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,A,3,Cw,Cw,10,13,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,X,3,Hw,Hw,10,13,,,,,0
Cariboo,ICHmw3,4,ICHmw3/04,,80067,A,3,Sx,Sx,10,13,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,A,2,Bl,Bl,10,13,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,A,2,Hw,Hw,10,13,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,P,2,Sx,Sx,10,13,,,,,0
Cariboo,ICHmw3,5,ICHmw3/05,,80068,A,3,Cw,Cw,10,13,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,P,1,Cw,Cw,,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,P,1,Fd,Fd,14,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,P,1,Hw,Hw,,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,A,2,Bl,Bl,10,13,,,,,0
Cariboo,ICHmw3,6,ICHmw3/06,,80069,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,P,1,Cw,Cw,32,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,P,2,Fd,Fd,1,32,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,A,2,Hw,Hw,32,,,,,,0
Cariboo,ICHmw3,7,ICHmw3/07,,80070,A,2,Pl,Pl,,,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,X,0,Act,Act,901,,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,X,0,At,At,901,,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,P,1,Cw,Cw,1,32,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,P,1,Hw,Hw,1,32,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,P,1,Pl,Pl,1,,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,P,1,Sx,Sx,1,,,,,,0
Cariboo,ICHmw3,8,ICHmw3/08,,80071,A,2,Bl,Bl,1,,,,,,0
Cariboo,ICHmw3,9,ICHmw3/09,,999,P,0,X,NonForested,,,,,,,0
Cariboo,ICHmw3,9,ICHmw3/09,,999,P,1,X,NonForested,,,,,,,0
Cariboo,ICHmw3,9,ICHmw3/09,,999,P,2,X,NonForested,,,,,,,0
Cariboo,ICHmw3,9,ICHmw3/09,,999,P,3,X,NonForested,,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,X,0,Act,Act,901,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,X,0,At,At,901,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,X,0,Ep,Ep,901,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,P,1,Fd,Fd,,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,P,1,Pl,Pl,,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,P,1,Sx,Sx,,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,A,2,Bl,Bl,,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,A,2,Cw,Cw,37,,,,,,0
Cariboo,ICHwk2,1,ICHwk2/01,,80072,A,2,Hw,Hw,37,,,,,,0
